name,reviews_list,aspects,sentiment
Punjabi Times, There are so many Choices in their menu,service,neutral
Punjabi Times, Perfect Ambiance,ambience,neutral
Punjabi Times, Quick and Friendly Service,service,positive
Punjabi Times, As usual the Hospitality at it's Best,service,positive
Punjabi Times, I must say that they are the Best Punjabi Restaurant in the Town,food,positive
Punjabi Times, If you really wanna try an Authentic Punjabi Food then you must Visit this Place,food,positive
Punjabi Times, Highly recommend! Will surely Visit this Outlet soon,food,positive
Punjabi Times,Ambiance : 5/5,ambience,positive
Punjabi Times,Food : 5/5,food,positive
Punjabi Times,Service : 5/5,service,positive
Punjabi Times,Value for Money : 5/5,price,positive
Punjabi Times,  It was just average service,service,neutral
Punjabi Times, Wished it was more fresher food specially in case of non vegetarian food,food,neutral
Punjabi Times, We had a thali and i dont think its as per the ratings and reviews here,food,neutral
Punjabi Times, I have better food at my own home so won't be visiting,food,neutral
Punjabi Times,  Have been going there for the past 5 years and it has not disappointed me :),food,neutral
Punjabi Times," Been there with friends, family and its food is great",food,positive
Punjabi Times,ambience have been really good,ambience,neutral
Punjabi Times, Kudos to the staff as well,service,neutral
Punjabi Times, Food has been really great,food,positive
Punjabi Times, Especially pickled onions-absolutely love them,food,neutral
Punjabi Times,  This place is a hidden gem,ambience,neutral
Punjabi Times,And I really hope it continues to stay awesome service,service,positive
Punjabi Times,I ordered dal makahanni and biriyani Both were excellent and huge in size,food,positive
Punjabi Times,"They arrived in time, hot and fresh",food,neutral
Punjabi Times,I would definitely eat here again,food,positive
Punjabi Times,Had a good experience with service,service,neutral
Punjabi Times,Food was good,food,neutral
Punjabi Times,Service was nice,service,neutral
Punjabi Times,Hygienic and well maintained place,ambience,neutral
Punjabi Times,"My family likes this place, my friends like this place as well ambiance",ambience,neutral
Punjabi Times,Staff are polite too,service,neutral
Punjabi Times,"The food is so delicious, one of the best north Indian food I have had in Bangalore",food,neutral
Punjabi Times,Punjabi Times is what we prefer and recommend food,food,neutral
Punjabi Times,The staff were extremely nice and friendly,service,neutral
Punjabi Times,Overall the perfect value for moneyto spend Sunday afternoon,price,neutral
Punjabi Times,We all were shocked to see only us in the entire restaurant at 1:20 pm great service,service,neutral
Punjabi Times,So we ordered couple of dishes and they were delicious and the ,food,neutral
Punjabi Times,service was great,service,neutral
Punjabi Times,My recent meal at Punjabi Times was absolutely dreadful,food,negative
Punjabi Times,The chicken Malai Tikka was extremely sweet,food,negative
Punjabi Times,Next was the mushroom masala Definitely the worst I've had,food,negative
Punjabi Times,The rotis were fine,food,neutral
Punjabi Times,"The ambience does give you a nice countryside vibe and they also have Punjabi music going on but overall, not a great experience!)",ambience,negative
Punjabi Times,Service was great ,service,neutral
Punjabi Times,food was great,food,positive
Punjabi Times,My whole family Enjoyed the food here,food,positive
Punjabi Times,This place serves amazing food quality and quantity and taste wise!Every time without fail my experience has been such a good one,food,positive
Punjabi Times,"I always have a good time, actually the staff here makes the experience worth while, they are efficient with work and also they are polite ",service,positive
Punjabi Times,Went here for a buffet in weekdays and could not take the pictures because had left the phone at home and that is the only regret,food,neutral
Punjabi Times,"The buffet was magnificent  dal makhani, paneer tikka starters, potato wedges to an amazing main course with authentic Punjabi flavours and is truly a delight to a north Indian food fan! ",food,positive
Punjabi Times,The paneer pasanda and makhani in the main course were truly delicious and on top of it the dessert in form of gulab jamuns made the day just perfect,food,positive
Punjabi Times,The place vibrates positive energy and is a must visit for anyone who wants to try out some authentic Punjabi food,food,neutral
Punjabi Times,The price is a bit on a higher end but the buffet is worth it compared to competitors so cheers!!,price,negative
Punjab Grill,Visited on a Sunday afternoon and got seating without any wait,service,positive
Punjab Grill,We mainly tried starters which were sufficient to fill the appetite,food,positive
Punjab Grill,"We ordered Vegetarian platter and Non-vegetarian platter which had four types of respective items, Vegetarian platter had Paneer Tikka Multani, Malai Paneer Tikka, Tandoori Broccoli and Dahi Ke Kabab The taste was amazing",food,positive
Punjab Grill,Soft and cooked to perfection,food,positive
Punjab Grill,We also ordered Tarkari Kesari Biryani which was once the best Biryani I had till date,food,positive
Punjab Grill,ambience is also good,ambience,positive
Punjab Grill,The service is amazing  is good,service,positive
Punjab Grill,Pricing is bit high but worth the taste and service,price,negative
Punjab Grill,ambiance was pretty good too,ambience,positive
Punjab Grill,The food we ordered were quite good in terms of taste ,food,positive
Punjab Grill, the staff was pretty helpful as well,service,positive
Punjab Grill,The place has got my recommendation One of the best Indian Cuisine restaurants in Bangalore,food,positive
Punjab Grill,"Food is amazing, rich taste & great flavours",food,positive
Punjab Grill,Ambience speaks of class & royalty,ambience,positive
Punjab Grill,"Service is top notch, there was no delay in our order even though it was rush hour, thank you Bishwajeet & Prasad for the hospitality",service,positive
Punjab Grill,This place has a very good ambience,ambience,positive
Punjab Grill,"Had no plans of going for the buffet here, but was convinced by Mr",food,negative
Punjab Grill,"There were 3 veg and 3 non veg items for starters and for the main course, there was butter chicken, minced mutton curry, paneer lababdar, chicken dum biryani, veg biryani, mixed veg curry and dal makhani",food,positive
Punjab Grill,The butter chicken tasted fab! Mutton seekh kabab in the starters was amazing,food,positive
Punjab Grill,Gulab jamun in the dessert section was piping hot and yumm! Would love to visit this place again for Ala Cart next time,food,positive
Punjab Grill,"Although the price is a bit on the higher side, it s worth everything",price,negative
Punjab Grill,Definitely try the paneer tikka here,food,positive
Punjab Grill,And the staff is extremely courteous,service,positive
Punjab Grill,I am giving this place 5* because it rightly deserves them,service,positive
Punjab Grill,"There were 8 varieties of starters, and unique ones at that",food,positive
Punjab Grill,One thing that I absolutely loved was a paneer tikka variety which was pink in colour,food,positive
Punjab Grill,"Basically all the usual, and unusual, Punjabi dishes were served",food,positive
Punjab Grill,"We visited an Indian restaurant after long, and were very impressed",food,positive
Punjab Grill,Absolutely recommend the place if you want to go and eat real good food,food,positive
Punjab Grill,"The ambience is comforting too, gives the feel of one of those old time fine dine restaurants",ambience,positive
Punjab Grill,"Great food - we ordered chicken, prawn and fish starters and each item was very good both in cooking and freshness of meat",food,positive
Punjab Grill,Great missi roti and butter chicken,food,positive
Punjab Grill,Request you to reduce the push in the end to put a review on zomato - I was close to cutting 1 star but that would not do justice to the food,food,positive
Punjab Grill,"Would also recommend Prasad - he took care of us well and is also a good photographer', 'Rated 4",ambience,positive
Punjab Grill,"Nice cozy place and has good service, ",service,positive
Punjab Grill,"the food was really tasty and loved every bit of it, it's a nice place to go with friends and family to enjoy a good meal",food,positive
Punjab Grill,"The only thing I don't like about this place is, the staff forcing people to rate them on zomato/zomato gold experience",service,negative
Punjab Grill, It's our choice to rate and hope they don't continue this,service,negative
Punjab Grill,Sabuj and Bhuwan - thanks so much for your service and friendly behaviour,food,positive
Punjab Grill, Loved the food and the service,food,positive
Punjab Grill,The ambience and was also great,ambience,positive
Punjab Grill,You made our lunch experience absolutely wonderful,food,positive
Punjab Grill,Loved your politeness and eager to help attitude,service,positive
Punjab Grill,The quantity they serve is so much that we couldn't go past the starters,food,positive
Punjab Grill,However their Dahi ke Kabab are my all time favorites,food,positive
Punjab Grill,The Grilled Chicken is also something i would totally recommend,food,positive
Punjab Grill,Loved the food,food,positive
Punjab Grill,"Also, the mocktails and desserts were too good",food,positive
Punjab Grill,Tried the pista lassi and firni and rasmalai Everything was delicious to the core,food,positive
Punjab Grill,The rasmalai just melted in your mouth and how good was the firni,food,positive
Punjab Grill,Amazing food and equally amazing service,food,positive
Punjab Grill,Look forward to dine again at this outlet,food,positive
Punjabi by Nature,It has a beautiful ambiance and we managed to get a table right next to the fountain,ambience,positive
Punjabi by Nature,The drinks were good,food,positive
Punjabi by Nature,Coming to the food we ordered mutton with fried idlis as the first starter which was pretty good and second starter was lamb legrann which was so heavy that we couldn't eat or enjoy anything else which is the only reason I've given it a 3/5 ,food,neutral
Punjabi by Nature,Elegant place to celebrate your special occasions,ambience,positive
Punjabi by Nature,The ambience  is good,ambience,positive
Punjabi by Nature,The ambience  is service good,service,positive
Punjabi by Nature,Food items are bit high priced but its relevant considering the dining experience,price,negative
Punjabi by Nature,Food quantity will be more for every item so order wisely,food,neutral
Punjabi by Nature,1 roti or nan is enough for a single person,food,neutral
Punjabi by Nature,Great ambiance with friend staff,ambience,neutral
Punjabi by Nature,Service was really good,service,neutral
Punjabi by Nature,We tried vegetarian food and we loved it,food,positive
Punjabi by Nature,"Must try is Mango Masala Aam Panna, sheek kabab, minestrone soup ans Garlic naan",food,neutral
Punjabi by Nature,It has both indoor and outdoor seating which gives you options to enjoy the ambiance along with the food,ambience,positive
Punjabi by Nature,This place famous in koramangala with house specia wheet beer and there north indian food as well as countee I suggest this place for hanging out 5,food,positive
Punjabi by Nature,What food good Simply awesome,food,positive
Punjabi by Nature,"Ordered chicken malai kabab, chef special koftas and Lahori paneer Everything was soooooo delicious and naans were to die for Everything was soooooo delicious and naans were to die for                                                                                                                                                                                        ",food,positive
Punjabi by Nature,Service was excellent,service,positive
Punjabi by Nature,It was fast and they had proper knowledge about each dish,service,positive
Punjabi by Nature,Ambience was food,ambience,positive
Punjabi by Nature,Had a lounge like feeling with really nice crowd,ambience,neutral
Punjabi by Nature,"For a fine Indian luxury dining, I give a heads up to this place",ambience,positive
Punjabi by Nature,Kasturi chicken kebab - Delicious - 5/5,food,positive
Punjabi by Nature,Paneer butter Masala - 5/5,food,positive
Punjabi by Nature,"Phulka- Not the usual small phulka, good size - 4/5",food,neutral
Punjabi by Nature,Tandoor Roti - big portion and crispy 5/5,food,positive
Punjabi by Nature,Jalebi with rabdi - The jalebi was crunchy and medium sweet 5/5,food,positive
Punjabi by Nature,Place - 5/5,ambience,positive
Punjabi by Nature,Food - 5/5,food,positive
Punjabi by Nature,Ambience - 5/5,ambience,positive
Punjabi by Nature,Music -5/5 they were playing techno with low volume,ambience,positive
Punjabi by Nature,"Value for money - 4/5 - I personally feel places where 65rs for a phulka and 165rs for Bondi raita is more, so, you can guess the price of the other dishes!",price,positive
Punjabi by Nature,My overall bill for 4 items was 2400 4,price,neutral
Punjabi by Nature,"And, then there are times when you look around for the perfect place for a family dinner on the night of Lohri",price,positive
Punjabi by Nature,The ambience hasmnot changed a bit rather it looks classier and way more elegant,ambience,negative
Punjabi by Nature,The service as usual was better than expected,service,neutral
Punjabi by Nature,He suggested some of the best dishes,service,neutral
Punjabi by Nature,the Nihari gosht was the better mutton curry I have had in Bangalore,food,positive
Punjabi by Nature,The galouti kebabs are to die for!,food,neutral
Punjabi by Nature,"Before I forget, have you ever had soup in those glass chai-walla cups? If you have not then the mushroom and rassam soups are a must try",food,positive
Punjabi by Nature,Beautiful place,ambience,neutral
Punjabi by Nature,very spacious,ambience,positive
Punjabi by Nature,I would talk about the lunch buffet here and it is really good,food,positive
Punjabi by Nature,The starters are really tasty - they serve 4-5 starters,food,positive
Punjabi by Nature,The soups/salads/main course is above average to good,food,positive
Punjabi by Nature,The chat items are superrrrr tasty,food,positive
Punjabi by Nature,The aloo tikki chat and sooji Pani puri are yummy beyond comparison,food,positive
Punjabi by Nature,Secondly the naans they serve are super soft and crispy They just melt in your mouth,food,positive
Punjabi by Nature,And I would say that you would return to this place cz the food is really awesome,food,positive
Punjabi by Nature,One of the biggest let down in terms of eating out experiences of 2018 Food was above average,food,positive
Punjabi by Nature,We ordered Lahori Masala Paneer which was very chunky and had big pieces of Tomato and Onion and were not that good,food,positive
Punjabi by Nature,Amritsari Bharwan Aloo was good,food,positive
Punjabi by Nature,Butter Naan is huge and is good for 2 people,food,positive
Punjabi by Nature,2 butter naan ordered were completely different and lacked consistency in make and taste,food,negative
Punjabi by Nature,Ambience: They have a huge space,ambience,positive
Punjabi by Nature,The decor is very lavish which is the only good thing about this restaurant,ambience,positive
Punjabi by Nature,Extremely Disappointed by their service,service,negative
Punjabi by Nature,The staff does not know how to talk to customers,service,negative
Punjabi by Nature,They even dont know the basics of table handling,service,negative
Punjabi by Nature,Extremely Unprofessional,service,negative
Punjabi by Nature,"Booked 3 days in advance and there was no information that Zomato Gold will not be applicable on 24th Dec Also, the restaurant had no idea that a booking has been made through Zomato 3",service,negative
Punjabi by Nature,Full marks for a lovely ambienc,ambience,positive
Punjabi by Nature, Also for good service,service,positive
Punjabi by Nature,Can do better with food,food,positive
Punjabi by Nature,"I loved the Chaat, and mini chhole bhatoore",food,positive
Mainland China,Mainland China jayanagar always wondered ful food ,food,positive
Mainland China,and service and experience server is sudhansu was most attention and very well informed,service,positive
Mainland China,He was most helpful our experience most enjoyable like a friendly service,service,positive
Mainland China,king Prawns smoke chlli sauce and fish in Sichuan chilli sauce sea food fried rice,food,positive
Mainland China,Simply cos the lip smacking taste of Chinese dishes,food,positive
Mainland China,"In the end, the ice cream was like icing on the cake ??? ",food,positive
Mainland China,Such an amazing place,ambience,positive
Mainland China,Full points on ambience with low lighting and soothing light music,ambience,positive
Mainland China,We ordered Vietnamese soup and for main course the stewed rice Both were very tasty,food,positive
Mainland China,But the winner was the appetizer - Crissy chicken in smokes paprika,food,positive
Mainland China,"Fried to perfection, the spicy smoky flavor was delightful",food,positive
Mainland China,The service for our table by Sudhanshu and Lalit was outstanding,service,positive
Mainland China,They accept Zomato gold and we were given complementary Jasmine tea throughout our stay which added to our great experience here,service,positive
Mainland China,"It has a simplistic, asian feel to it, in terms of the ambience",ambience,positive
Mainland China,"My experience: We started off with the Thai style chicken dumplings, which was delicious and light",food,positive
Mainland China,"Being not great eaters, we ordered the Large Chicken fried rice and the Chicken in Hunan sauce, both again up to par with the taste",food,positive
Mainland China,"Mainland has come up with a new concept, of regular and large plates for rice, which I think is just playing around",food,positive
Mainland China,it seems more like the prices have been hiked and lowered to show some sort of change,price,negative
Mainland China,"From what I saw, the large plates were the normal plates and now",service,negative
Mainland China,"Service was good as always, attentive service and eye to detail",service,positive
Mainland China,The food here is generally good,food,positive
Mainland China,bit over priced,price,negative
Mainland China,I would definitely recommend them to rethink their prices,price,negative
Mainland China,focus on a little more variety for the non-veg gravies,service,negative
Mainland China,Really had awesome experience eating here,food,positive
Mainland China,The food was Really good I wood say this place is much better than other Chinese restaurant in Bangalore,food,positive
Mainland China,"Had the truffle oil and edamame dumplings , the lotus stem starter and the garlic and capsicum noodles and the vegetable pot rice along with chilli basil gravy Food was pretty good",food,positive
Mainland China,Quantity is okay not too great for the the price,price,negative
Mainland China,The mocktail chilli guava was good too,food,neutral
Mainland China,"And the desserts, chocolate dome and hot chocolate rolls with ice cream were great!",food,positive
Mainland China,Service was the best part of the lunch and we were served by smiling waiters who were kind enough to replace our kimchi and helped us in choosing the dishes and kept the table clean after every course,food,positive
Mainland China,A lil bit of good service goes a long way in making me happy :,service,positive
Mainland China,The meh part was the pricing which I felt was kinda overpriced for the food,price,negative
Mainland China,The food was pretty good but it wasn’t great as such to complement the pricing,price,negative
Mainland China,Ambience is pretty decent,ambience,neutral
Mainland China,Also the digital iPad menus are a nice touch! ,ambience,positive
Mainland China,"We have been Mainland China couple of times , staff is very friendly",service,positive
Mainland China,Authentic Chinese food with lot of options,food,positive
Mainland China,"We are vegetarians so tried vegetarian dishes like spinach dumplings, momos etc Nice experience , must visit if you are looking for proper Chinese restaurant",food,positive
Mainland China,Food - 3/5,food,neutral
Mainland China,Ambience - 4/5,ambience,positive
Mainland China,Service - 3/5,service,neutral
Mainland China,Must Try - Palm Jaggery Almond Icecream,food,neutral
Mainland China,Clue - Taste and ambience seemed decent Though that can be improved                                                                                                                                                                                        ,ambience,neutral
Mainland China,"But my concern is regarding the hygiene factor, I discovered hair particles in the veg gravy, which was replaced immediately , But I feel, measures should have been taken to avoid any such incident",ambience,negative
Mainland China,"Food / Drink - Chinese, the yummy variety",food,neutral
Mainland China,"Some are spicy good!, and all others are mostly delicious",food,positive
Mainland China,The portion size of starters is a tad disappointing or you can assume I am one hungry monk!,food,negative
Mainland China,you could have a beer too with your food That makes it awesome!,food,neutral
Mainland China,Price - Hefty! It’s Chinese,price,negative
Mainland China,Chinese means cheap stuff you thought one visit to this restaurant and you’ll know Chinese can burn a hole in your pocket,price,negative
Mainland China,Service - Friendly staff,service,neutral
Mainland China,Food comes slow like in a fancy restaurant,service,neutral
Mainland China,"Yes, this is a fancy restaurant",ambience,neutral
Mainland China,Ambience - Well laid out and well lit restaurant,ambience,neutral
Mainland China,Glass wall on one side,ambience,neutral
Mainland China,Must try? - Yummy yes Must try? - Yummy yes,food,positive
Mainland China,Pro tip - Visit on your pay day And then your pockets will be empty,price,negative
Mainland China,"Ambience is quite good, much crowed restaurant with a digital menu they provided a tab in which we can see the dish portion size and select",ambience,positive
Mainland China,They provide jasmine tea as a welcome drink ,food,positive
Mainland China,We ordered Crispy lotus stem with curry leaves n black pepper and pan fried Asian chilli fish both are excellent fish was so soft n tender must try and in main course we gone to toban fried rice with chicken n edammame,food,neutral
Mainland China, Everything was good but prices were high,price,negative
Mainland China,Service -4,service,neutral
Mainland China,Food-5,food,positive
Mainland China,Ambience -3,ambience,neutral
Mainland China,Value for money -3,price,neutral
Mainland China,But we did make the right decision ? everything that we ordered was super tasty,food,positive
Mainland China,it was really very tasty,food,positive
Mainland China,Hong Kong style drums of heaven was delicious,food,positive
Mainland China,"A yummier version of chicken lollipop, medium spicy n was relished by my lo",food,positive
Mainland China,Burnt garlic fried rice was soo yummy,food,positive
Mainland China,and we had braised chicken along with it It was super delicious ??,food,positive
Mainland China,The moment we entered the restaurant was packed had to wait for 10mins after seated and going through the innovative menu on the tablet with food photos and portion sizes ordered,food,positive
Mainland China,Dumplings in garlic sauce,food,neutral
Mainland China,And a couple of Mango pudding,food,neutral
Mainland China,Wow loads of flavour only lack is spice the dishes could be a tad more spicier very ambient comfy place serving comfortable food with two different portions sizes regular and large a must Visit for authentic delicious Chinese food with a lot of variety and combinations,food,positive
Mainland China,Enjoyed my dinner thanks to the whole team,food,positive
Mainland China,Mr Syed who took care of the service of our table was very courtesies and friendly cheers to him and the whole team of mainland China ,service,positive
Mainland China,"Should say, service was excellent",service,positive
Mainland China,Tom Yum Vegetable Soup - True to its name Yum,food,positive
Mainland China,Stir Fried Vegetable in Thai Basil - Perfectly Done,food,positive
Mainland China,Steamed Rice - this was a real downer,food,neutral
Mainland China, Expected a lot better here,food,neutral
Mainland China,The waiting staff remembered each time the two glasses of hot water we wanted,service,positive
Oye Amritsar,That wow wala Punjabi taste is what I was looking for and this is the correct place to jump in,food,positive
Oye Amritsar,Authentic Punjabi flavour of malai paneer tikka and chicken tikka is something you should taste here,food,positive
Oye Amritsar,The food is simply awesome and and I have ordered the lassi here that is also something too much for one person to finish,food,positive
Oye Amritsar,But they took kinda more time to prepare the food,service,negative
Oye Amritsar,But I think that is acceptable when you know that a great food is coming on its way,food,positive
Oye Amritsar,Ambiance-4,ambience,positive
Oye Amritsar,Food-5,food,positive
Oye Amritsar,"Service-4',  ",service,neutral
Oye Amritsar,The food here is absolutely delicious,food,positive
Oye Amritsar,Do visit if you are looking for authentic Punjabi food,food,positive
Oye Amritsar,But whenever I've been there the buffet was always closed,service,negative
Oye Amritsar,Service is very very veryyy slow,service,negative
Oye Amritsar,Great food ,food,positive
Oye Amritsar,Very very very very very nice service,service,positive
Oye Amritsar,"Food was north indian and punjabi, and i loved it because i am from delhi ??",food,positive
Oye Amritsar,Every north indian punjabi should definitely try this place ?? 1,food,positive
Oye Amritsar,Worst set of experience which makes me think give 1 star for the restaurant,service,negative
Oye Amritsar,Rudest and No experience staff,service,negative
Oye Amritsar,Internet explorer is faster then their service,service,negative
Oye Amritsar,Tasteless and cold meal pakka,food,positive
Oye Amritsar,Please don't consider this place with the family,ambience,negative
Oye Amritsar,Decent place and attempts to bring you some real dhaba like feels,food,positive
Oye Amritsar,Prompt service,service,negative
Oye Amritsar,"I've obviously had better, while not completely disappointing the place doesn't deliver as much as the name suggests it would",food,positive
Oye Amritsar,Just I can say is it's an authentic Punjabi style restaurant,food,positive
Oye Amritsar,taste and hospitality all fine but the problem I had is only the quantity ,food,negative
Oye Amritsar,Only 4 pieces in regular starters,service,negative
Oye Amritsar,At the cost of 250+ change,price,negative
Oye Amritsar,But the taste was good and mild,food,positive
Oye Amritsar,The lassi shots was awesome ,food,positive
Oye Amritsar,And handi curry was also mild and rightly spiced ,food,positive
Oye Amritsar,And here comes the jalebi and rabdi ,food,positive
Oye Amritsar,"that juicy jalebi was spot on Enjoyed a lot,  ",food,positive
Oye Amritsar,The ambience is nice with some bollywood and desi tinges,ambience,positive
Oye Amritsar,"The food is okaish, not too good",food,neutral
Oye Amritsar,The service is sub-par,service,positive
Oye Amritsar,"The saag was nice but makke ki roti tasted as though there was wheat flour mixed in it,The saag was nice but makke ki roti tasted as though there was wheat flour mixed in it",food,negative
Oye Amritsar,Paneer tikka was not as flavourful,food,negative
Oye Amritsar,I did notice a the staff being short today,service,negative
Oye Amritsar,I saw a table being empty for more than ten minutes and the same was not allotted to us,service,negative
Oye Amritsar,the security could not allot cos he had to ask the manager,service,negative
Oye Amritsar,And when we asked where the manager was Sir aaj woh nahi aaya hai!,service,negative
Oye Amritsar,awesome experience,price,positive
Oye Amritsar,I asked pls server as soon as possible that person telling me other table order is going on wait? this people don't have manners to speak with guest!!,service,negative
Oye Amritsar,"Today been here for dinner, we ordered masala papad and Punjabi paneer tikka so first they served masala papad , they just fried and gave I guess? papad was not at all fried properly, Punjabi paneer tikka big slices and paneer was so hard? again we ordered for main course like kadai paneer and roti almost he took 25 mins to serve ; However we waited , finally he served kadai paneer and roti",food,negative
Oye Amritsar,"One of the worst kadai paneer ever I had , no spices , totally tasted like sweet dish",food,negative
Oye Amritsar,"waste of money, food service is very slow and I had very bad experience ?,  ",price,negative
Oye Amritsar,We ordered mutton seekh kabab and bhatti da murg Taste was delicious,food,positive
Oye Amritsar,Nice blend of all spice,food,positive
Oye Amritsar,That was also good in taste,food,positive
Oye Amritsar,This is best lassi I had in bangalore,food,positive
Oye Amritsar,A must visit place,price,positive
Oye Amritsar,I couldn't find anything so be too good for a second visit,food,negative
Oye Amritsar,Also frlt like no much options in starters,service,negative
Oye Amritsar,Chicken felt not fully cooked,food,negative
Oye Amritsar,The starters felt mostly the same,food,negative
Oye Amritsar,"Got a jilebi free for posting on Instagram,  ",food,positive
Oye Amritsar,This is the best place for North Indian cuisine!,food,positive
Oye Amritsar,I love their buttermilk and raita because the quality is too good!,food,positive
Oye Amritsar,Paneer starters are very good,food,positive
Oye Amritsar, One must try paneer starters,food,positive
Oye Amritsar,They have great parathas,food,positive
Oye Amritsar," At times you might feel too heavy but it,s good",food,positive
Oye Amritsar,One must try dal makkani ?,food,positive
Oye Amritsar,I don’t recommend biriyanis,food,negative
Oye Amritsar,Ambiance is decent,ambience,neutral
Oye Amritsar,Service is great,service,positive
Oye Amritsar,Pathetic services,service,negative
Oye Amritsar,Food is not all that great,food,negative
Oye Amritsar,Would never recommend this restaurant its expensive,price,negative
Oye Amritsar,Food ordered came after 45 mins that too post multiple follow ups,service,negative
Oye Amritsar,This place is perfect for a Punjabi whole some food ,food,positive
Oye Amritsar,So this was the second time I visited and I again loved food,food,positive
Oye Amritsar,I ordered chicken shorba or chicken soup and that was tasty and yummy ,food,positive
Oye Amritsar,Perfect texture and blend of spices,food,positive
Oye Amritsar,Then I ordered amritsari fish and that too was mesmerizing,food,positive
Oye Amritsar,And it was awesome to me because I love fish as I am a Bengali,food,positive
Oye Amritsar,Next to main course was butter chicken as that's an all time favourite chicken dish you could order without thinking too much It was tasty enough ,food,positive
Oye Amritsar,Ambience was great ,ambience,positive
Oye Amritsar,Cleanliness was also great ,service,positive
Oye Amritsar,Garlic naan could have been a bit more better since the taste of garlic was somewhere missing,food,neutral
Oye Amritsar,value of money was maintained,price,positive
Oye Amritsar,Disappointed with the restaurant,price,negative
Oye Amritsar,Service was terribly slow and the staff didn't seem to respond when we were calling them,service,negative
Oye Amritsar,"We ordered chicken Tikka masala with butter nan, which is kind of the base of Punjabi food, but even that wasn't good",food,negative
